id,name,intelligence,strength,speed,durability,full-name,aliases,place-of-birth,First Appearance,Release Date,publisher,alignment,gender,race,height,weight,eye-color,hair-color,occupation,base,group-affiliation,relatives,height_cm,weight_kg
299,Green Goblin,100.0,48.0,38.0,60.0,Norman Osborn,"Normie, Green Goblin, Goblin Lord, Overlord, the Goblin, Gobby, Scrier, Commander Osborn, Director Osborn, Iron Patriot","Hartford, Connecticut","Amazing Spider-Man #14 (July, 1964)",1964-07-07,Marvel Comics,bad,Male,Human,"[""5'11"", '180 cm']","['185 lb', '83 kg']",blue,auburn,"Professional criminal, owner and president of Osborn Industries","H.A.M.M.E.R. base; formerly Avengers Tower, New York City, New York","H.A.M.M.E.R., leader of the Dark Avengers; formerly Thunderbolts, The Cabal; Former leader of the Sinister Twelve, partner of Mendell Stromm, Crime Master, employer of the Enforcers, Hellfire Club","Alton Osborn, Sr. (paternal great-grandfather, deceased);Alton Osborn, Jr. (paternal grandfather, deceased);Amberson Osborn (father, deceased);Emily Osborn (wife, deceased);Gabriel Stacy (son);Sarah Stacy (daughter);Harry Osborn (Green Goblin II, son);Liz Allan (ex-daughter-in-law);Normie Osborn (grandson);Stanley Osborn (grandson);",180.0,185.0
300,Green Goblin II,75.0,55.0,37.0,50.0,Harold Osborn,Unknown,New York City,Spider-Man #31,1992-12-04,Marvel Comics,bad,Male,Unknown,"[""5'10"", '178 cm']","['170 lb', '77 kg']",blue,auburn,Unknown,Formerly New York City,Unknown,"Liz Allen-Osborn (Wife,) Norman III (son,)Norman Osborn II - Green Goblin (father)",178.0,170.0
303,Groot,75.0,85.0,33.0,70.0,Groot,"The Monster from Planet X; His Divine Majesty King Groot the 23rd, Monarch of Planet X, custodian of the branch worlds, ruler of all the shades, Flora colossus Information-silk",Unknown,"Tales to Astonish #13 (November, 1960)",1960-08-09,Marvel Comics,good,Male,Flora Colossus,"[""23'0"", '701 cm']","['8200 lb', '4 tons']",yellow,unknown,Unknown,Area 13 (the Howling Commandos' base),"Guardians of the Galaxy, Unnamed Kree covert ops team, formerly Galactic Council, Howling Commandos",Unknown,701.0,8200.0
305,Guy Gardner,38.0,90.0,53.0,64.0,Guy Gardner,"Green Lantern, Red Lantern, Warrior","Baltimore, Maryland",Green Lantern Vol 2 #59,1968-03-09,DC Comics,good,Male,Human-Vuldarian,"[""6'2"", '188 cm']","['210 lb', '95 kg']",blue,red,Former High School gym teacher; former bar owner; currently Honor guard of the Green Lantern Corps,Formerly New York City; currently Oa,"Green Lantern Corps, Formerly Justice League of America",Unknown,188.0,210.0
306,Hal Jordan,69.0,90.0,75.0,80.0,Hal Jordan,"Parallax, Spectre, Green Lantern","Coast City, California",Showcase #22,1959-08-25,DC Comics,good,Male,Human,"[""6'2"", '188 cm']","['200 lb', '90 kg']",brown,brown,"Adventurer, Air Force Test Pilot",Unknown,"Green Lantern Corps, Justice League of America, Justice League Europe, frequently teamed with the second Flash and the original Green Arrow","Martin H. ""Marty"" Jordan (father, deceased), Jessica Jordan (mother, deceased), Jim Jordan (younger brother), Jack Jordan (older brother, deceased), Jan Jordan (sister-in-law, deceased), Helen Jordan (neice), Larry Jordan (Air Wave I - cousin, deceased), Hal Jordan (Air Wave II - cousin)",188.0,200.0
309,Harley Quinn,88.0,12.0,33.0,65.0,Harley Quinn,"Harleen Quinzel, Harl, Cupid of Crime, Jane Wisakedjak, Elise Archer, Pumpkin Pooh",Unknown,"Batman: Harley Quinn (October, 1999)",1999-10-01,DC Comics,bad,Female,Human,"[""5'7"", '170 cm']","['140 lb', '63 kg']",blue,blond,Psychiatrist,Gotham City,"Formerly The Quintets, The Joker, Poison Ivy, Secret Six","Barry Quinzel (brother), Sharon Quinzel (mother), Nick Quinzel (father), Jenny Quinzel (niece), Nicky Quinzel (nephew)",170.0,140.0
311,Havok,63.0,10.0,25.0,60.0,Alexander Summers,"Mutant X, Goblin Prince","Honolulu, Hawaii",X-Men #58,1969-07-08,Marvel Comics,good,Male,Mutant,"[""6'"", '183 cm']","['175 lb', '79 kg']",blue,blond,"Currently Adventurer, formerly Graduate student in geophysics","Alexandria, Virginia","Uncanny Avengers; formerly X-Men, Starjammers, X-Factor Investigations, Six , Brotherhood, X-Factor, Dark Descendants, Genoshan Magistrates, Defenders for a Day","Oscar Summers (adoptive paternal distant ancestor, deceased), Daniel Summers (paternal distant ancestor, deceased), Amanda Mueller (Black Womb) (paternal distant ancestor), unnamed paternal great-grandfather, deceased, Gloria Dayne (Fontanelle) (paternal distant ancestor), Philip Summers (paternal grandfather), Deborah Summers (paternal grandmother), Christopher Summers (Corsair) (father, deceased), Katherine Summers (mother, deceased), Andrew Blanding (adoptive father), Joanna Blanding (adoptive mother), Scott Summers (Cyclops) (brother), Gabriel Summers (Vulcan) (brother, deceased), Ahmet Abdol (Living Monolith) (""brother"" via X-Gene transfer), Haley Blanding (adoptive sister), Todd Blanding (adoptive brother, deceased), Madelyne Pryor-Summers (Red Queen) (sister-in-law/clone of second sister-in-law, deceased), Jean Grey-Summers (Phoenix) (sister-in-law, deceased), Cal'syee Neramani (Deathbird) (sister-in-law), Nathan Summers (Cable) (nephew), Adam Neramani (X-Treme) (nephew, alleged half-brother), Aliya Dayspring (Jenskot) (niece, deceased), Hope Summers (niece, deceased), Madelyne Pryor (Earth-1298) (Marvel Woman) (alternate reality wife), Scott Summers (Earth-1298) (alternate reality son), Rachel Grey (Marvel Girl) (alternate reality niece), Rachel Summers (Mother Askani) (alternate reality niece, deceased), Nathaniel Grey (X-Man) (alternate reality nephew), Stryfe (nephew's clone, deceased), Tyler Dayspring (Genesis) (great-nephew, deceased), Hope Summers (adoptive great-niece), Janet van Dyne (Wasp) (wife), Katie Summers (daughter)",183.0,175.0
312,Hawk,38.0,38.0,35.0,95.0,Henry Hall,"Monarch, Extant",Unknown,"Showcase #75 (June, 1968)",1968-04-23,DC Comics,good,Male,Unknown,"[""6'1"", '185 cm']","['197 lb', '89 kg']",red,brown,Unknown,Unknown,"Black Lantern Corps, Teen Titans, Hawk and Dove, Titans West","Don Hall (brother, deceased), Irwin Hall (father), Rae Penfield (mother), James Penfield (uncle)",185.0,197.0
314,Hawkeye II,50.0,6.0,8.0,10.0,Katherine Elizabeth Bishop,Kate Bishop,"New York City, New York","Young Avengers #1 (April, 2005)",2005-02-09,Marvel Comics,good,Female,Human,"[""5'5"", '165 cm']","['126 lb', '57 kg']",blue,black,Student; Adventurer; Fugitive,"Bishop Publishing, New York City, New York","Young Avengers, partner of Hawkeye (Clint Barton); formerly Secret Avengers","Derek Bishop (father); Eleanor Bishop (mother, deceased); Susan Bishop (sister);",165.0,126.0
315,Hawkgirl,50.0,28.0,53.0,99.0,Kendra Saunders,"Chay-Ara; Sheila Carr; Lady Celia Penbrook, Kate Manser; Shiera Sanders",Unknown,JSA Secret Files #1 (August 1999),1999-08-05,DC Comics,good,Female,Unknown,"[""5'9"", '175 cm']","['135 lb', '61 kg']",green,red,"Adventurer, Film School Student, Temp Curator of the Stonechat Museum","St. Roch, Louisiana, JLA Watchtower; formerly Manhattan, New York (as a member of the JSA)","Justice League of America, formerly a member of the JSA, Birds of Prey","Michael Saunders (father, deceased); Trina Saunders (mother, deceased); Cyril ""Speed"" Saunders (grandfather); Mia Saunders (daughter); Shiera Hall (Hawkgirl, great-aunt, deceased); Carter Hall (Hawkman, great-uncle); Hector Hall (Dr. Fate, 2nd cousin); Northwind (cousin through adoption); Hippolyta Hall (Fury, cousin through marriage); Sandman (Daniel Hall, 3rd cousin), Death, Destiny, Destruction, Delirium, Desire (3rd cousins)",175.0,135.0
320,Heat Wave,38.0,10.0,17.0,45.0,Mick Rory,Rory Calhoun,Unknown,"Flash #140 (November, 1963)",1963-09-12,DC Comics,bad,Male,Human,"[""5'11"", '180 cm']","['179 lb', '81 kg']",blue,no hair,Professional Criminal,Central City,"Rogues; formerly Secret Society of Super-Villains, Legion of Doom",Unknown,180.0,179.0
321,Hela,63.0,100.0,46.0,100.0,Unknown,Goddess of Death,Unknown,Journey into Mystery #102,1964-01-07,Marvel Comics,bad,Female,Asgardian,"[""7'0"", '213 cm']","['500 lb', '225 kg']",green,black,"Asgardian Goddess of Death, former Ruler of Hel and Niffleheim",Unknown,Unknown,"Loki (father), Thor (Uncle)",213.0,500.0
323,Hellcat,63.0,11.0,33.0,45.0,Patricia Walker,"Patsy Walker, Patricia Hellstrom, The Cat","Centerville, CA USA","Avengers #144 (February, 1976)",1975-12-09,Marvel Comics,good,Female,Human,"[""5'8"", '173 cm']","['135 lb', '61 kg']",blue,red,"Housemaker, model, adventurer, supernatural investigator","San Francisco, CA USA","Formerly Alaskan-based Initiative agent, Lady Liberators, Avengers, Defenders, Legion of the Unliving","Joshua Walker (father), Dorothy Walker (mother, deceased), Sophia (maternal aunt), Bea (step-mother), Mickey Walker (brother), Robert ""Buzz"" Baxter (aka Mad-Dog, ex-husband), Daimon Hellstrom (aka Hellstorm, ex-husband), Percy Walker",173.0,135.0
330,Hope Summers,63.0,10.0,12.0,32.0,Hope Summers,"Mutant Messiah, Messiah Child, Hub, Throat Slicer, Little Girl, Little Momma",Unknown,X-Men Vol 2 #205 (2008),2007-12-19,Marvel Comics,good,Female,Unknown,"[""5'6"", '168 cm']","['106 lb', '48 kg']",green,red,Unknown,Unknown,"X-Men, formerly Cable","Louise Spalding (mother, deceased), unknown biological father, Mrs. Spalding (maternal grandmother), Cable (adoptive father, deceased), Hope (adoptive mother, deceased), Cyclops (adoptive grandfather), Red Queen / Phoenix (adoptive grandmothers, deceased?), X-Man (adoptive uncle), Marvel Girl (adoptive aunt), Havok (adoptive granduncle), Vulcan (adoptive granduncle, deceased), Deathbird (adoptive grandaunt)",168.0,106.0
332,Hulk,88.0,100.0,63.0,100.0,Bruce Banner,"Annihilator, Captain Universe, Joe Fixit, Mr. Fixit, Mechano, Professor, Jade Jaws, Golly Green Giant","Dayton, Ohio","Incredible Hulk #1 (May, 1962)",1962-05-01,Marvel Comics,good,Male,Human / Radiation,"[""8'0"", '244 cm']","['1400 lb', '630 kg']",green,green,"Nuclear physicist, Agent of S.H.I.E.L.D.","(Banner) Hulkbuster Base, New Mexico, (Hulk) mobile, but prefers New Mexico","Defenders, former leader of the new Hulkbusters, member of the Avengers, Pantheon, Titans Three, the Order, Hulkbusters of Counter-Earth-Franklin, alternate Fantastic Four","Betty Ross Talbot Banner (wife), Brian Banner (father, apparently deceased), Rebecca Banner (mother, deceased), Morris Walters (uncle), Elaine Banner Walters (aunt, deceased), Jennifer Walters (She-Hulk, cousin), Thaddeus E. 'Thunderbolt' Ross (father",244.0,1400.0
333,Human Torch,63.0,11.0,63.0,70.0,Johnny Storm,"Matchstick Johnny, Doug Brown","Glenville, Long Island, New York",Fantastic Four #1 (1961),1961-08-08,Marvel Comics,good,Male,Human / Radiation,"[""5'10"", '178 cm']","['170 lb', '77 kg']",blue,blond,Adventurer,"Pier Four, New York City",Fantastic Four,"Susan Richards - Invisible Woman (sister), Franklin Richards (nephew), Reed Richards - Mister Fantastic (brother-in-law) Lyja (ex-wife)",178.0,170.0
335,Husk,63.0,63.0,35.0,78.0,Paige Elisabeth Guthrie,Hayseed,"Cumberland, Kentucky","Rom Annual #3 (November, 1984)",1984-09-11,Marvel Comics,good,Female,Mutant,"[""5'7"", '170 cm']","['128 lb', '58 kg']",blue,blond,"Adventurer; formerly student, activist","Base of operations unknown; formerly Xavier Institute, Salem Center, Westchester County, New York","X-Men, X-Corp, Generation X","Thomas Zebulon Guthrie (father,deceased),Lucinda Guthrie (mother),Samuel Zachery Guthrie (brother,Cannonball),Joshua 'Jay' Guthrie (brother,Icarus),Joella Guthrie (sister),Elizabeth Guthrie (sister),Melody Guthrie (sister),Jeb Guthrie (brother),Lewis Guth",170.0,128.0
336,Hybrid,63.0,63.0,58.0,75.0,Scott Washington,"Guardsman Number Six, Terror of Brooklyn, Riot ,Phage , Lasher, Agony","Bedford-Stuyvesant, Brooklyn, New York City",Venom: Along Came A Spider #2,1996-01-10,Marvel Comics,good,Male,Symbiote,"[""5'9"", '175 cm']","['172 lb', '77 kg']",brown,black,Unknown,"Bedford-Stuyvesant, Brooklyn, New York City, New York","New Warriors, Guardsmen, NYPD","Unnamed mother, Derek Washington (brother, deceased), Hybrid (""former symbiote"", defused)",175.0,172.0
337,Hydro-Man,38.0,13.0,25.0,80.0,Morris Bench,Morrie,"Bronx, New York","Amazing Spider-Man #212 (January, 1981)",1980-11-11,Marvel Comics,bad,Male,Unknown,"[""6'2"", '188 cm']","['265 lb', '119 kg']",brown,brown,Professional Criminal; former crewman of cargo ship,Unknown,"Member of the Masters of Evil; formerly Sinister Syndicate; Frightful Four, Sinister Six, Sinister Twelve",Unknown,188.0,265.0
338,Hyperion,88.0,100.0,100.0,95.0,Mark Milton,"Mark Milton, Zhib-Ran, Mr. Kant, Marcus Milton",Unknown,Avengers #85,1971-03-10,Marvel Comics,good,Male,Eternal,"[""6'0"", '183 cm']","['460 lb', '207 kg']",blue,red,"Adventurer; (Formerly) Cartoonist, government agent",Unknown,"Squadron Supreme, (Formerly) Star Masters, ally of Exiles",Mr. and Mrs. Hamilton (foster parents),183.0,460.0
339,Iceman,63.0,32.0,53.0,100.0,Bobby Drake,"Bobby Drake, Mister Friese, Drake Roberts, Rampage, Frozen One, Iceface","Fort Washington, Long Island, New York",X-Men #1,1963-07-02,Marvel Comics,good,Male,Mutant,"[""5'8"", '173 cm']","['145 lb', '65 kg']",brown,brown,"Adventurer, formerly teacher, accountant, student",Unknown,"X-Men (Jean Grey School member, founding member); formerly Murder Circus (brainwashed), Excelsiors (squad leader), The Twelve, X-Factor/X-Terminators (founding member), Chosen (Dualers), Secret Defenders, Defenders, Champions (founder and founding member)","William Robert Drake (father), Madeline Beatrice Bass Drake (mother), Mary (cousin), Joel (cousin), Anne (aunt)",173.0,145.0
343,Ink,38.0,28.0,17.0,40.0,Eric Gitter,Unknown,Unknown,"Young X-Men #1 (May, 2008)",2008-04-02,Marvel Comics,good,Male,Mutant,"[""5'11"", '180 cm']","['180 lb', '81 kg']",blue,no hair,Unknown,Unknown,"Formerly X-Men, Young X-Men",Unknown,180.0,180.0
344,Invisible Woman,88.0,10.0,27.0,85.0,Susan Storm Richards,Invisible Girl,"Glenville, Long Island, New York",Fantastic Four #1,1961-08-08,Marvel Comics,good,Female,Human / Radiation,"[""5'6"", '168 cm']","['120 lb', '54 kg']",blue,blond,"Member of the Fantastic Four, financial manager for Fantastic Four Inc, occasional model and actress","Pier Four, New York City","Fantastic Four, formerly; Secret Avengers, Avengers, Brides of Set, Pawns of Death","Reed Richards (Mister Fantastic, husband), Franklin Richards (son), Valeria Richards (daughter), Johnny Storm (Human Torch, brother), Franklin Storm (father, deceased), Mary Storm (mother, deceased), Marygay Jewel Dinkins (aunt), ""Bones"" (cousin), Evelyn Richards (mother-in-law, deceased), Nathaniel Richards (father-in-law), Cassandra Richards (Warlord, mother-in-law, deceased), unnamed child of Nathaniel Richards (brother-in-law), Tara Richards (Huntara, sister-in-law), Kristoff Vernard (alleged brother-in-law), Lyja (sister-in-law)",168.0,120.0
345,Iron Fist,75.0,55.0,33.0,50.0,Danny Rand,"Daredevil, Daniel Thomas Rand, the Living Weapon, Young Dragon, Danny Rand",Unknown,Marvel Premiere #15 (May 1974),1974-03-19,Marvel Comics,good,Male,Human,"[""5'11"", '180 cm']","['175 lb', '79 kg']",blue,blond,"Adventurer; formerly co-owner of Rand-Meachum, Inc., bodyguard, private investigator, research assistant, warrior",New York,"New Avengers, Heroes for Hire, Inc., Secret Defenders, Defenders, Misty Knight, Luke Cage","Wendell Rand-K'ai (father, deceased), Heather Duncan Rand (mother, deceased), Yu-Ti (adopted uncle), Miranda Rand-K'ai (half-sister), Lord Tuan (adopted paternal grandfather, deceased), Lady Ming (adopted paternal grandmother, deceased), Thomas Duncan (maternal grandfather)",180.0,175.0
346,Iron Man,100.0,85.0,58.0,85.0,Tony Stark,"Iron Knight, Hogan Potts, Spare Parts Man, Cobalt Man II, Crimson Dynamo, Ironman","Long Island, New York","Tales of Suspense #39 (March, 1963)",1962-12-10,Marvel Comics,good,Male,Human,"[""6'6"", '198 cm']","['425 lb', '191 kg']",blue,black,"Inventor, Industrialist; former United States Secretary of Defense","Seattle, Washington","Avengers, Illuminati, Stark Resilient; formerly S.H.I.E.L.D., leader of Stark Enterprises, the Pro-Registration Superhero Unit, New Avengers, Mighty Avengers, Hellfire Club, Force Works, Avengers West Coast, United States Department of Defense.","Howard Anthony Stark (father, deceased), Maria Stark (mother, deceased), Morgan Stark (cousin), Isaac Stark (ancestor)",198.0,425.0
350,Jack of Hearts,63.0,55.0,100.0,30.0,Jonathan Hart,Unknown,"New Haven, Connecticut","Deadly Hands of Kung Fu #22 (March, 1976)",1975-12-09,Marvel Comics,good,Male,Human,"[""5'1"", '155 cm']","['175 lb', '79 kg']",blue / white,brown,Adventurer,Avengers Mansion,"Avengers, Defenders for a Day","Philip (father, deceased), Marie (mother)",155.0,175.0
358,Jennifer Kale,75.0,10.0,35.0,42.0,Jennifer Kale,Wendy the Good Little Witch,"Citrusville, Florida",Fear #11 (1972),1972-12-05,Marvel Comics,good,Female,Unknown,"[""5'6"", '168 cm']","['122 lb', '55 kg']",blue,blond,"Sorceress, student",Unknown,"Witches, Legion of the Night","Andrew Jackson Kale (brother, deceased), Joshua Kale (grandfather, deceased), Naomi Kale (aunt), Johnny Blaze ( Ghost Rider ), Barbara and Daniel Ketch (cousins); Illyana Kale, Noble and pastor Kale, Magdalena (ancestors)",168.0,122.0
368,John Stewart,56.0,85.0,42.0,64.0,John Stewart,Green Lantern,Unknown,Green Lantern Vol 2 #87,1971-12-02,DC Comics,good,Male,Human,"[""6'1"", '185 cm']","['201 lb', '90 kg']",green,black,Architect,"Detroit, Michigan · Oa · formerly New York City","Green Lantern Corps, formerly Justice League of America, Darkstars","Roy Stewart (grandfather, deceased), Addie Stewart (grandmother, deceased), Loretta Stewart (aunt, deceased), Katma Tui (wife, deceased)",185.0,201.0
369,John Wraith,75.0,12.0,35.0,28.0,John Wraith,"Wraith-Man, Kestrel, Expediter, Guardian, Vindicator",Unknown,"Wolverine Vol 2 #60 (September, 1992)",1992-07-14,Marvel Comics,good,Male,Unknown,"[""6'0"", '183 cm']","['195 lb', '88 kg']",brown,black,"Former Spy, Government Operative, Mercenary, Soldier",Unknown,"Weapon X Program, Team X, C.I.A.",Unknown,183.0,195.0
370,Joker,100.0,10.0,12.0,60.0,Jack Napier,"Red Hood I, Clown Prince of Crime, Harlequin of Hate, Jack Napier, Joe Kerr, Mr. J",Unknown,Batman #1 (Spring 1940),1940-04-25,DC Comics,bad,Male,Human,"[""6'5"", '196 cm']","['192 lb', '86 kg']",green,green,Unknown,"Arkham Asylum, Gotham City; Ha-Hacienda","Black Glove, Injustice Gang, Injustice League, Joker League of Anarchy","Jeannie (wife, deceased); Unborn son (deceased); Melvin Reipan (cousin, deceased)",196.0,192.0
