id,name,intelligence,strength,speed,durability,power,combat,full-name,alter-egos,aliases,place-of-birth,First Appearance,Release Date,publisher,alignment,gender,race,height,weight,eye-color,hair-color,occupation,base,group-affiliation,relatives,height_cm,weight_kg,BMI
224,Doctor Fate,81.0,16.0,25.0,80.0,100.0,50.0,Kent Nelson,No alter egos found.,Nabu,Unknown,"More Fun Comics #55 (May, 1940)",03/21/1940,DC Comics,good,Male,Human,"[""6'2"", '188 cm']","['197 lb', '89 kg']",blue,blond,Unknown,"Tower of Fate, Salem, Massachusetts","Formerly All-Star Squadron, Justice Society of America, Justice League International, Black Lantern Corps","Inza Cramer (wife), Sven Nelson (father, deceased), Celestine Babcock (mother), Kent Nelson, Jr. (son), Aaron Babcock (uncle), Kent V. Nelson (grand-nephew), Laryn Nelson (great grand-niece)",188.0,197.0,55.7378904481666
225,Doctor Octopus,94.0,48.0,33.0,40.0,53.0,65.0,Otto Octavius,No alter egos found.,"Doctor Octopus, Doc Ock, The Master Planner, The Master Programmer, Peter Benjamin Parker, Superior Spider-Man, Venom, Superior Venom","Schenectady, New York",Amazing Spider-Man #3 (July 1963),04/09/1963,Marvel Comics,bad,Male,Human,"[""5'9"", '175 cm']","['245 lb', '110 kg']",brown,brown,"Former atomic-research consultant, criminal mastermind",New York City,Thunderbolts Army; Former leader of the Sinister Six and the Masters of Evil V; Former partner of Green Goblin,Unknown,175.0,245.0,80.0
226,Doctor Strange,100.0,10.0,12.0,84.0,100.0,60.0,Stephen Strange,No alter egos found.,"Sorcerer Supreme, Master of the Mystic Arts, Stephen Sanders, Captain Universe, Vincent Stevens","Philadelphia, Pennsylvania","Strange Tales #110 (July, 1963)",04/10/1963,Marvel Comics,good,Male,Human,"[""6'2"", '188 cm']","['180 lb', '81 kg']",grey,black,"Sorcerer Supreme, retired neurosurgeon",Unknown,"Defenders, underground Avengers; formerly the Order, Midnight Sons; former disciple of the Ancient One","Eugene (father, deceased), Beverly (mother, deceased), Victor (Khiron, brother, apparently deceased), Donna (sister, deceased), Clea (wife, estranged), Umar (mother-in-law), Orini (father-in-law), Dormammu (uncle-in-law)",188.0,180.0,50.9280217292893
227,Domino,63.0,10.0,27.0,28.0,49.0,74.0,Neena Thurman,No alter egos found.,"Dom, Samantha Wu, Tamara Winter, Elena Vladescu, Jessica Marie Costello, Luisa Mendoza, Beatrice, Christina Elizabeth Alioso, Priscilla Sutherland, Hope Eldridge","Project: Armageddon base, Everglades, Florida","X-Force #8 (March, 1992)",01/14/1992,Marvel Comics,good,Female,Human,"[""5'8"", '173 cm']","['120 lb', '54 kg']",blue,black,Unknown,Unknown,X-Men; formerly X-Force; 198; X-Corporation; The Underground; X-Force; Six Pack,"Beatrice (mother), Lazarus (brother), Milo Thurman (husband, deceased)",173.0,120.0,40.0948912426075
229,Donna Troy,,89.0,,,,,Donna Hinckley Stacey Troy,No alter egos found.,"Donna Troy, Wonder Girl, Darkstar, Wonder Woman, Troia",Unknown,The Brave and the Bold Vol. 1 #60 (1965),06/03/1965,DC Comics,good,Female,Amazon,"[""5'9"", '175 cm']","['140 lb', '63 kg']",blue,black,Unknown,Unknown,"Titans of Myth, Teen Titans, Darkstars",Unknown,175.0,140.0,45.714285714285694
230,Doomsday,75.0,100.0,67.0,100.0,100.0,90.0,Doomsday,No alter egos found.,The Ultimate Lifeform,Krypton,Superman: The Man of Steel #17 (Nov 1992),09/15/1992,DC Comics,bad,Male,Alien,"[""8'0"", '244 cm']","['915 lb', '412 kg']",red,white,Destroyer,Unknown,"Secret Society of Super Villains, Suicide Squad, Apokolips",Unknown,244.0,915.0,153.688524590164
231,Doppelganger,8.0,63.0,60.0,95.0,69.0,84.0,Unknown,No alter egos found.,"The Spider-Man Doppelganger, Spider-Doppelganger, Mindless One",The Dimension of Manifestations,Infinity War #1 (1992),06/02/1992,Marvel Comics,bad,Male,Unknown,"[""6'5"", '196 cm']","['230 lb', '104 kg']",white,no hair,Unknown,Unknown,Formerly Carnage Family; Magus' doppelgangers; operative of Demogoblin,"Anthropomorpho (creator); Hellspawn, Moonshade, many other doppelgangers (brethren)",196.0,230.0,59.8708871303624
232,Dormammu,88.0,95.0,83.0,100.0,100.0,80.0,Dormammu,No alter egos found.,"The Dread One, Eater of Souls, Lord of Chaos, Lord of Darkness, the Great Enigma, Flyx",Faltine Dimension,Strange Tales #126 (1964),09/08/1964,Marvel Comics,bad,Male,Unknown,"[""6'1"", '185 cm']","['- lb', '0 kg']",yellow,no hair,"Despot, conqueror",Unknown,"Lords of the Splinter Realms, Lords of the Netherworlds; allied with Umar, Loki, Doctor Doom, Underchild, others","Sinifer (parent/genitor), Umar (sister), Clea (niece), Doctor Strange (nephew-in-law), Satannish (alleged offspring)",185.0,,
233,Dr Manhattan,88.0,100.0,42.0,100.0,100.0,42.0,Jonathan Osterman,No alter egos found.,"Jon Osterman, Doctor Manhattan",Unknown,"Watchmen #1 (September, 1986)",07/29/1986,DC Comics,good,Male,Human / Cosmic,"['-', '0 cm']","['- lb', '0 kg']",white,no hair,Scientist,New York City; formerly Mars,"Watchmen, Crimebusters",Unknown,,,
234,Drax the Destroyer,56.0,80.0,25.0,85.0,46.0,65.0,Arthur Sampson Douglas,No alter egos found.,Unknown,"Burbank, California","Iron Man #55 (February, 1973)",12/12/1972,Marvel Comics,good,Male,Human / Altered,"[""6'4"", '193 cm']","['680 lb', '306 kg']",red,no hair,Unknown,C.I.T.T.; formerly Monster Isle and Titan,"Guardians of the Galaxy; formerly Infinity Watch, Secret Defenders, United Front, Selects of the Phalanx","Yvette Steckley Douglas (wife, deceased), Heather Douglas (aka Moondragon, daughter), Pamela Douglas (aka Sundragon, niece), Cammille Benally (foster daughter), Venom (former symbiote)",193.0,680.0,182.555236382185
235,Ego,88.0,80.0,83.0,99.0,71.0,28.0,Ego,No alter egos found.,The Living Planet,The Black Galaxy,Thor #132,09/06/1966,Marvel Comics,bad,Unknown,Unknown,"['-', '0 cm']","['- lb', '0 kg']",unknown,unknown,Inapplicable,Mobile,Unknown,Inapplicable,,,
237,Electro,69.0,10.0,50.0,56.0,67.0,64.0,Maxwell Dillon,No alter egos found.,Unknown,Unknown,Amazing Spider-Man #9 (1964),02/11/1964,Marvel Comics,bad,Male,Human,"[""5'11"", '180 cm']","['165 lb', '74 kg']",blue,auburn,Professional criminal,Unknown,"Sinister Six formerly Emissaries of Evil, Frightful Four and Sinister Twelve","Norma Lynn Dillon (ex-wife), Jonathan Dillon (father, deceased), Anita Dillon (mother, deceased)",180.0,165.0,50.9259259259259
238,Elektra,63.0,11.0,30.0,28.0,59.0,100.0,Elektra Natchios,No alter egos found.,Erynys (evil self),Unknown,Daredevil #168,01/06/1981,Marvel Comics,good,Female,Human,"[""5'9"", '175 cm']","['130 lb', '59 kg']",blue,black,"Assassin, adventurer, mercenary, former student, dancer",Unknown,"S.H.I.E.L.D.; formerly Thunderbolts, Hand, Chaste, Heroes For Hire, Code Red, partner of Daredevil and Deadpool","Hugo Kostas Natchios (father, deceased), Christina Natchios (mother, deceased), Orestez Natchios (older brother), Demetrios Natchios (Uncle), Alexia Natchios (Aunt)",175.0,130.0,42.4489795918367
240,Elongated Man,75.0,10.0,33.0,90.0,44.0,40.0,Ralph Dibny,No alter egos found.,Alvin Burgson; Molder,Unknown,Flash #112 (1960),05/12/1960,DC Comics,good,Male,Unknown,"[""6'1"", '185 cm']","['178 lb', '80 kg']",blue,red,Detective,"Opal City, Central City","Justice League of America, Justice League Europe, Super Buddies, Outsiders, Croatoans, Black Lantern Corps","Sue Dibny (wife, deceased); Ken Dibny (brother); Jake Dibny (uncle); Jim (uncle-in-law)",185.0,178.0,52.008765522279
241,Emma Frost,75.0,63.0,35.0,90.0,100.0,42.0,Emma Frost,No alter egos found.,"Storm, White Queen","Boston, Massachusetts",Uncanny X-Men #132,04/01/1980,Marvel Comics,good,Female,Unknown,"[""5'10'"", '178 cm']","['144 lb', '65 kg']",blue,blond,Unknown,"(current) Emma Frost operates from the Massachusetts Academy, Snow Valley, Massachusetts, (former) Hellfire Club mansion in New York City, a home in the Berkshire Mountains in Massachusetts (near the Massachusetts Academy), and places of residence in vari","Active member of the X-Men, Instructor for Generation X, The Inner Circle of the Hellfire Club","Winston Frost (father), Hazel Frost (mother), Christian Frost (brother) Adrienne Frost (sister, deceased,) Cordelia Frost (sister)",178.0,144.0,45.4488069688171
242,Enchantress,63.0,14.0,25.0,60.0,100.0,40.0,June Moone,No alter egos found.,"Anita Soulfeeda, Soulsinger",Unknown,Strange Adventures #187,04/01/1966,DC Comics,good,Female,Human,"[""5'6"", '168 cm']","['126 lb', '57 kg']",blue,blond,Artist; Magician,Unknown,"Forgotten Villains, Sentinels of Magic, Shadowpact, Suicide Squad",Unknown,168.0,126.0,44.6428571428572
244,ERG-1,,,,,,,Unknown,No alter egos found.,Unknown,Unknown,Unknown,,DC Comics,good,Male,Unknown,"['-', '0 cm']","['- lb', '0 kg']",unknown,unknown,Unknown,Unknown,Unknown,Unknown,,,
246,Etrigan,50.0,85.0,17.0,100.0,100.0,50.0,Jason Blood,No alter egos found.,Demon,Hell,"Demon #1 (September, 1972)",06/20/1972,DC Comics,neutral,Male,Demon,"[""6'4"", '193 cm']","['452 lb', '203 kg']",red,no hair,Unknown,Hell,"Formerly Justice League of America, Spirit Squad","Belial (father), Raan va Daath (mother), Merlin (half Brother)",193.0,452.0,121.34553947757
248,Evilhawk,50.0,32.0,33.0,70.0,85.0,64.0,Dargin Bokk,No alter egos found.,Unknown,Unknown,"Darkhawk #20 (October, 1992)",08/11/1992,Marvel Comics,bad,Male,Alien,"[""6'3"", '191 cm']","['235 lb', '106 kg']",red,black,Crimelord,(Formerly) planet Luq,Unknown,Unknown,191.0,235.0,64.4170938296648
249,Exodus,63.0,81.0,28.0,28.0,100.0,70.0,Bennet du Paris,No alter egos found.,Paris Bennet,Unknown,"X-Factor #92 (July, 1993)",05/04/1993,Marvel Comics,bad,Male,Mutant,"[""6'0"", '183 cm']","['195 lb', '88 kg']",blue,black,"Terrorist, would-be conqueror, Former leader of the Acolytes, Crusader","Currently mobile, Formerly Avalon","Acolytes, formerly Brotherhood and Marauders",Unknown,183.0,195.0,58.2280748902625
250,Fabian Cortez,,,,,,,Fabian Cortez,No alter egos found.,Unknown,Place of birth unknown,X-Men (Vol. 2) #1,08/13/1991,Marvel Comics,bad,Unknown,Unknown,"[""6'5"", '196 cm']","['214 lb', '96 kg']",blue,brown,Unknown,Genosha at time of death; Formerly Asteroid M,Acolytes at time of death; Formerly Upstarts,"Annemarie Cortez (sister, deceased)",196.0,214.0,55.7059558517285
251,Falcon,38.0,13.0,50.0,28.0,22.0,64.0,Sam Wilson,No alter egos found.,"Sam Wilson, (formerly) Captain America, Blackbird, Blackwing, Brother Superhero","New York, New York","Captain America #117 (September, 1969)",07/01/1969,Marvel Comics,good,Male,Human,"[""6'2"", '188 cm']","['240 lb', '108 kg']",brown,black,"Crimefighter, (former) freelance artist","New York, New York; formerly Avengers Mansion, New York City, New York; S.H.I.E.L.D. Helicarrier.","Mighty Avengers, Avengers, S.H.I.E.L.D.; partner of Redwing; formerly Heroes For Hire, partner of Captain America, Secret Avengers, S.H.I.E.L.D. Super-Agents (leader), Defenders, ally of Secret Warriors , Defenders for a Day","Paul Wilson (father, deceased); Darlene Wilson (mother, deceased); Sarah Wilson (sister), Gideon Wilson (brother); Jim Wilson (nephew, deceased); Jody Casper (nephew)",188.0,240.0,67.9040289723857
252,Fallen One II,88.0,85.0,83.0,100.0,100.0,56.0,Unknown,No alter egos found.,Unknown,Unknown,Unknown,,Marvel Comics,bad,Male,Unknown,"['-', '0 cm']","['- lb', '0 kg']",black,blue,Unknown,Unknown,Heralds of Galactus,Unknown,,,
253,Faora,88.0,95.0,75.0,100.0,98.0,90.0,Faora Hu-Ul,No alter egos found.,Katie,Unknown,"Action Comics #471 (May, 1977)",03/03/1977,DC Comics,bad,Female,Kryptonian,"['-', '0 cm']","['- lb', '0 kg']",unknown,unknown,Serial killer,Phantom Zone; formerly Krypton,Phantom Zone Criminals,"Hu-Ul (father, presumably deceased)",,,
254,Feral,38.0,28.0,45.0,28.0,27.0,70.0,Maria Callasantos,No alter egos found.,Unknown,Place of birth unknown,New Mutants #99,03/05/1991,Marvel Comics,good,Unknown,Unknown,"[""5'9"", '175 cm']","['110 lb', '50 kg']",yellow (without irises),orange / white,"Formerly Adventurer, Terrorist",Base of operations unknown,"Formerly Morlocks, X-Force, Mutant Liberation Front","Mr. Callasantos (father, first name unrevealed, deceased), Marcella Callasantos (mother, deceased), Lucia Callasantos (Thornn, sister), Matteo Callasantos (brother, deceased), Carolina Callasantos (sister, deceased)",175.0,110.0,35.9183673469388
255,Fighting Spirit,,,,,,,Carol Carter,No alter egos found.,"Yankette, Fighting Yank II",Unknown,Unknown,,DC Comics,good,Female,Unknown,"['-', '0 cm']","['- lb', '0 kg']",unknown,red,Unknown,"SMASH HQ, Antarctica, Earth; New Lancaster","Fighting Yank I, SMASH",Bruce Carter (father),,,
256,Fin Fang Foom,50.0,81.0,23.0,100.0,75.0,70.0,Unknown,No alter egos found.,He Whose Limbs Shatter Mountains and Whose Back Scrapes the Sun (translation),Unknown,Unknown,,Marvel Comics,good,Male,Kakarantharaian,"[""32'0"", '975 cm']","['40000 lb', '18 tons']",red,no hair,Unknown,"New York, formerly Valley of the Sleeping Dragon in China","Affiliation ""Fin Fang Four,"" former ally of the Mandarin, pawn of Doctor Vault, member of starship crew",Fraktur (cousin),975.0,40000.0,420.77580539119
257,Firebird,38.0,8.0,40.0,14.0,100.0,42.0,Bonita Juarez,No alter egos found.,"Pajaro Del Fuego, La Espirita, Firemaiden","Buena Vista, New Mexico",Incredible Hulk Vol. 2 #265,11/03/1981,Marvel Comics,good,Female,Unknown,"[""5'5'"", '165 cm']","['125 lb', '56 kg']",brown,black,"Social worker, adventurer",New Mexico,"Catholic Church; formerly the Rangers, provisional member of the Avengers West Coast, Queen's Vengeance",Unknown,165.0,125.0,45.9136822773187
258,Firelord,38.0,63.0,75.0,90.0,52.0,28.0,Pyreus Kril,No alter egos found.,Nova Centurion,"Xander, planet in Tranta System, Andromeda Galaxy",Thor Vol. 1 #225,07/02/1974,Marvel Comics,good,Unknown,Unknown,"[""6'4'"", '193 cm']","['220 lb', '99 kg']",white,yellow,"Former starship captain, former herald of Galactus",Mobile; usually in space,"Formerly Nova Corps, Guardians of the Galaxy (in an alternate future)",Unknown,193.0,220.0,59.0619882412951
259,Firestar,50.0,8.0,54.0,55.0,71.0,32.0,Angelica Jones,No alter egos found.,"Angel, Anj, Lady Comet",Place of birth unknown,"Uncanny X-Men #193 (May, 1985)",03/05/1985,Marvel Comics,good,Female,Mutant,"[""5'8"", '173 cm']","['125 lb', '56 kg']",green,red,Student,"New Warriors Crash Pad, New York City, New York State; Avengers Mansion, New York City, New York State; and formerly Massachusetts Academy, Snow Valley, Massachusetts","New Warriors Reservist, Avengers Reservist, and Former Hellion and student of the White Queen","Bartholomew Jones (father), Nana (grandmother)",173.0,125.0,41.765511711049506
260,Firestorm,50.0,53.0,58.0,56.0,100.0,42.0,Jason Rusch,No alter egos found.,The Nuclear Man,Unknown,Firestorm (Volume 3) #1,06/09/2004,DC Comics,good,Male,Unknown,"['-', '0 cm']","['- lb', '0 kg']",brown,black,University student; former food server at Bryson's Family Treat; former mascot at Ho-Ho Charlie's Chicken Shack; former intern at S.T.A.R. Labs,"Detroit, Michigan","Justice League of America, formerly Lexcorp",Alvin Rusch (father),,,
261,Firestorm,38.0,80.0,58.0,80.0,100.0,40.0,Ronald Raymond,No alter egos found.,"Ronnie, Roy, Ronald Rockwell, Flamehead",Unknown,"Firestorm #1 (March, 1978)",12/06/1977,DC Comics,good,Male,Human,"[""6'2"", '188 cm']","['202 lb', '91 kg']",blue,auburn,Adventurer; former employee of Bun 'n Run,"Formerly Manhattan, New York City; Ivy University, Ivy Town; Pittsburgh, Pennsylvania","Firestorm Matrix, Justice League,formerly Black Lantern Corps, Power Company, White Lantern Corps","Edward Raymond (father); Elaine Rockwell (mother, deceased); Felicity Smoak-Raymond (stepmother); Richard Dare (grandfather)",188.0,202.0,57.1525577184246
262,Fixer,,,,,,,Paul Norbert Ebersol,No alter egos found.,Fixer,"Dayton, Ohio",(as Fixer) Strange Tales #141,02/09/1966,Marvel Comics,bad,Unknown,Unknown,"['-', '0 cm']","['- lb', '0 kg']",red,no hair,Criminal inventor,Mount Charteris,"formerly Thunderbolts, Redeemers",No known relatives,,,
263,Flash,63.0,10.0,100.0,50.0,68.0,32.0,Jay Garrick,No alter egos found.,"Jay Garrick, Siegfreid the Speedster","Hibbardsville, Kansas",Flash Comics #1 (January 1940),11/20/1939,DC Comics,good,Male,Human,"[""5'11"", '180 cm']","['179 lb', '81 kg']",blue,brown / white,"Research Scientist, part-time Director of Garrick Laboratories","Keystone City, Kansas","Justice Society of America, Flash Family; formerly All-Star Squadron","Joseph Garrick (father), Joan Williams (wife), Arthur Williams (father-in-law), unnamed adopted son (deceased), Bart Allen (Flash II, ward)",180.0,179.0,55.2469135802469
268,Forge,63.0,10.0,12.0,28.0,25.0,48.0,Unknown,No alter egos found.,"The Maker, Cheyenne","Unrevealed, presumably in the American West",Uncanny X-Men #184,08/07/1984,Marvel Comics,good,Unknown,Unknown,"[""6'"", '183 cm']","['180 lb', '81 kg']",brown,black,"Inventor working for the U.S. government, former soldier","Arlington, Virginia",X-Factor,Unknown,183.0,180.0,53.748992206396096
269,Franklin Richards,63.0,80.0,50.0,60.0,100.0,50.0,Franklin  Richards,No alter egos found.,"Franklin Benjamin, Tattletale, Psi-Lord, Ego-Spawn, Avatar","New York, New York",Fantastic Four Annual #6 (1968),11/01/1968,Marvel Comics,good,Male,Mutant,"[""4'8"", '142 cm']","['100 lb', '45 kg']",blue,blond,Student,"Baxter Building, New York, New York (formerly) Four Freedoms Plaza; Pier 4; Massachusetts Academy","Future Foundation; formerly Power Pack, Generation X, Daydreamers","Reed Richards (Mister Fantastic, father), Susan Storm Richards (Invisible Woman, mother), Valeria Richards (sister), Jonathan Storm (Human Torch, uncle), Nathaniel Richards (paternal grandfather), Franklin Storm (maternal grandfather, deceased), Evelyn Richards, Mary Storm (grandmothers (paternal and maternal respectively), deceased), Benjamin J. Grimm (Thing, godfather), Alicia Masters (godmother).",142.0,100.0,49.5933346558223
270,Franklin Storm,38.0,10.0,1.0,1.0,0.0,10.0,Dr. Franklin Storm,No alter egos found.,Franklin Storm was erroneously believed to be the first Invincible Man,Place of birth unknown,Fantastic Four #31,10/08/1964,Marvel Comics,good,Unknown,Unknown,"[""6'2'"", '188 cm']","['205 lb', '92 kg']",blue,grey,Surgeon,Inapplicable,Unknown,"Mary Storm (wife, deceased), Susan Storm Richards (Invisible Woman, daughter), Jonathan Storm (Human Torch, son), Franklin Richards (grandson), Reed Richards (Mister Fantastic, son-in-law)",188.0,205.0,58.0013580805795
271,Frenzy,63.0,53.0,35.0,100.0,38.0,52.0,Joanna Cargill,No alter egos found.,Unknown,Unknown,X-Factor Vol 1 #4,01/14/1986,Marvel Comics,bad,Female,Unknown,"[""6'11"", '211 cm']","['230 lb', '104 kg']",brown,black,Mercenary,Mobile; formerly Avalon in Earth orbit; Genosha; California,"Acolytes, formerly Alliance of Evil; temporarily X-Men while controlled by Jean Grey, Femizons",Unknown,211.0,230.0,51.6610139035511
272,Frigga,,,,,,,Frigga,No alter egos found.,Fricka,Place of birth unknown,Journey into Mystery #92,05/07/1963,Marvel Comics,good,Female,Unknown,"[""5'11'"", '180 cm']","['370 lb', '167 kg']",blue,white,"Queen of Asgard, goddess of marriage",Asgard,Gods of Asgard,"Odin (husband), Loki, Thor (foster sons)",180.0,370.0,114.197530864198
